Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A735103,*Alfie,09/18/2016 01:12:00 PM,09/18/2016 01:12:00 PM,2237 East Riverside Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,*Alfie,01/11/2017 09:05:00 AM,01/11/2017 09:05:00 AM,06/18/2016,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,0.0
A753930,,07/13/2017 11:15:00 AM,07/13/2017 11:15:00 AM,Marejada Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Red,,07/17/2017 05:13:00 PM,07/17/2017 05:13:00 PM,07/13/2013,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Red,0.0
A765659,Cappy,02/14/2018 02:09:00 PM,02/14/2018 02:09:00 PM,8863 Anderson Mill Road in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Brown/White,Cappy,02/14/2018 05:46:00 PM,02/14/2018 05:46:00 PM,01/24/2014,Dog,Neutered Male,4 years,Labrador Retriever Mix,Brown/White,0.0
A773784,*Crispin,06/05/2018 01:43:00 PM,06/05/2018 01:43:00 PM,Running Deer in Travis (TX),Stray,Normal,Dog,Intact Male,9 years,Black/Tan Hound/German Shepherd,Black/Tan,*Crispin,12/27/2018 01:57:00 PM,12/27/2018 01:57:00 PM,06/05/2009,Dog,Intact Male,9 years,Black/Tan Hound/German Shepherd,Black/Tan,0.0
A742975,*Phoenix,01/31/2017 04:29:00 PM,01/31/2017 04:29:00 PM,Metro Center Dr And Metlink Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Tricolor,*Phoenix,02/13/2017 06:02:00 PM,02/13/2017 06:02:00 PM,01/31/2015,Dog,Neutered Male,2 years,Pit Bull/Chinese Sharpei,Tricolor,0.0
A793331,*Winter,04/23/2019 04:26:00 PM,04/23/2019 04:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Anatol Shepherd Mix,Tricolor,*Winter,04/26/2019 06:51:00 PM,04/26/2019 06:51:00 PM,12/23/2018,Dog,Spayed Female,4 months,Anatol Shepherd Mix,Tricolor,0.0
A771168,*Crackers,05/01/2018 01:48:00 PM,05/01/2018 01:48:00 PM,Northcross And Rundberg in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,*Crackers,06/23/2018 01:12:00 PM,06/23/2018 01:12:00 PM,04/01/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A736040,,10/03/2016 12:01:00 PM,10/03/2016 12:01:00 PM,701 Wales Way in Austin (TX),Stray,Normal,Cat,Unknown,1 month,Domestic Shorthair Mix,Gray,,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,08/03/2016,Cat,Unknown,2 months,Domestic Shorthair Mix,Gray,0.0
A693413,,12/07/2014 01:33:00 PM,12/07/2014 01:33:00 PM,6219 Thurgood Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby,,12/08/2014 09:00:00 AM,12/08/2014 09:00:00 AM,12/07/2009,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby,0.0
A702061,,05/08/2015 03:26:00 PM,05/08/2015 03:26:00 PM,1400 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,05/08/2015 03:59:00 PM,05/08/2015 03:59:00 PM,05/08/2014,Other,Unknown,1 year,Bat,Brown,1.0
A721872,Win Jamer,03/06/2016 11:41:00 AM,03/06/2016 11:41:00 AM,Leander (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/White,Win Jamer,03/08/2016 05:26:00 PM,03/08/2016 05:26:00 PM,01/06/2016,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Brown/White,0.0
A687801,,09/10/2014 12:01:00 PM,09/10/2014 12:01:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White,,09/10/2014 01:54:00 PM,09/10/2014 01:54:00 PM,08/19/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White,0.0
A674004,,03/05/2014 06:11:00 PM,03/05/2014 06:11:00 PM,919 West 28Th And 1/2 in Austin (TX),Stray,Normal,Bird,Unknown,3 weeks,Duck Mix,Yellow,,03/06/2014 12:28:00 PM,03/06/2014 12:28:00 PM,02/11/2014,Bird,Unknown,3 weeks,Duck Mix,Yellow,0.0
A802088,,08/13/2019 04:27:00 PM,08/13/2019 04:27:00 PM,401 Little Texas Lane in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair,Brown Tabby,,08/13/2019 05:53:00 PM,08/13/2019 05:53:00 PM,07/22/2019,Cat,Unknown,3 weeks,Domestic Shorthair,Brown Tabby,0.0
A796320,*Zena,05/31/2019 01:11:00 PM,05/31/2019 01:11:00 PM,1302 Clearfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,*Zena,08/17/2019 12:55:00 PM,08/17/2019 12:55:00 PM,03/31/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White,0.0
A744252,*Kanga,02/25/2017 07:59:00 PM,02/25/2017 07:59:00 PM,8926 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,*Kanga,03/11/2017 02:09:00 PM,03/11/2017 02:09:00 PM,02/25/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White,0.0
A665325,,10/16/2013 02:39:00 PM,10/16/2013 02:39:00 PM,Teri Rd/S Pleasant Valley Dr in Austin (TX),Stray,Sick,Dog,Intact Female,3 months,Pit Bull Mix,Black/White,,10/16/2013 04:20:00 PM,10/16/2013 04:20:00 PM,07/16/2013,Dog,Intact Female,3 months,Pit Bull Mix,Black/White,0.0
A793323,,04/23/2019 03:05:00 PM,04/23/2019 03:05:00 PM,2824 Rio Grande Street in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Parakeet Mix,Blue/White,,04/27/2019 12:37:00 PM,04/27/2019 12:37:00 PM,04/23/2018,Bird,Unknown,1 year,Parakeet Mix,Blue/White,0.0
A674966,,03/20/2014 06:02:00 PM,03/20/2014 06:02:00 PM,6001 Parmer Ln Unit 140 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/20/2014 06:28:00 PM,03/20/2014 06:28:00 PM,03/20/2013,Other,Unknown,1 year,Bat,Brown,1.0
A665441,*Emmie,10/17/2013 07:11:00 PM,10/17/2013 07:11:00 PM,134 Edgerock Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rat Terrier Mix,Black/White,*Emmie,10/28/2013 05:53:00 PM,10/28/2013 05:53:00 PM,10/17/2012,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/White,0.0
A767537,Georgie,03/03/2018 11:08:00 AM,03/03/2018 11:08:00 AM,Rundberg And Ken in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Tan/White,Georgie,03/03/2018 01:13:00 PM,03/03/2018 01:13:00 PM,12/03/2017,Dog,Intact Male,2 months,Pit Bull Mix,Tan/White,0.0
A715112,Yomo,10/31/2015 02:20:00 PM,10/31/2015 02:20:00 PM,Austin (TX),Stray,Sick,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Chocolate/Tricolor,Yomo,10/31/2015 04:07:00 PM,10/31/2015 04:07:00 PM,08/16/2015,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Chocolate/Tricolor,0.0
A725881,,05/03/2016 03:37:00 PM,05/03/2016 03:37:00 PM,3012 Guerrero Dr in Del Valle (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/Black,,05/03/2016 03:58:00 PM,05/03/2016 03:58:00 PM,04/18/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/Black,0.0
A687030,,08/30/2014 12:56:00 PM,08/30/2014 12:56:00 PM,11301 Farrah Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,,08/30/2014 02:44:00 PM,08/30/2014 02:44:00 PM,08/08/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A702695,Caney,06/22/2015 03:39:00 PM,06/22/2015 03:39:00 PM,Creighton Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Red/Black,Caney,07/12/2015 01:48:00 PM,07/12/2015 01:48:00 PM,05/16/2013,Dog,Spayed Female,2 years,German Shepherd Mix,Red/Black,0.0
A661097,Remi,06/02/2017 05:06:00 PM,06/02/2017 05:06:00 PM,Austin (TX),Public Assist,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby,Remi,10/04/2013 09:13:00 AM,10/04/2013 09:13:00 AM,08/15/2012,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A734724,,09/11/2016 06:36:00 PM,09/11/2016 06:36:00 PM,1156 W Cesar Chavez in Austin (TX),Stray,Sick,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby,,09/11/2016 06:40:00 PM,09/11/2016 06:40:00 PM,09/11/2011,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby,0.0
A719457,Toby,01/20/2016 01:16:00 PM,01/20/2016 01:16:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,Toby,05/02/2016 12:00:00 AM,05/02/2016 12:00:00 AM,08/20/2014,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,0.0
A779674,,09/04/2018 01:02:00 PM,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken,Red/Black,,09/30/2018 04:36:00 PM,09/30/2018 04:36:00 PM,09/04/2017,Bird,Intact Male,1 year,Chicken,Red/Black,0.0
A673992,Rebel,03/05/2014 04:12:00 PM,03/05/2014 04:12:00 PM,5101 E 51St St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Tan/Black,Rebel,03/08/2014 01:04:00 PM,03/08/2014 01:04:00 PM,03/05/2012,Dog,Neutered Male,2 years,German Shepherd,Tan/Black,0.0
A752924,*Gargamel,06/29/2017 11:10:00 AM,06/29/2017 11:10:00 AM,900 Broken Feather in Pflugerville (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,*Gargamel,08/02/2017 02:46:00 PM,08/02/2017 02:46:00 PM,06/05/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0.0
A743792,Keller,02/16/2017 05:05:00 PM,02/16/2017 05:05:00 PM,1203 Larkwood Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Cavalier Span,Tricolor,Keller,02/17/2017 11:05:00 AM,02/17/2017 11:05:00 AM,02/17/2010,Dog,Neutered Male,7 years,Cavalier Span,Tricolor,0.0
A710078,,08/17/2015 01:07:00 PM,08/17/2015 01:07:00 PM,701 Woodward St 1026 in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White,,08/18/2015 09:00:00 AM,08/18/2015 09:00:00 AM,04/17/2015,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White,0.0
A804054,,09/10/2019 11:15:00 AM,09/10/2019 11:15:00 AM,1007 Glazier Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Medium Hair,Orange Tabby/White,,09/15/2019 04:39:00 PM,09/15/2019 04:39:00 PM,05/26/2019,Cat,Neutered Male,3 months,Domestic Medium Hair,Orange Tabby/White,0.0
A759974,,10/10/2017 04:19:00 PM,10/10/2017 04:19:00 PM,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 years,Cairn Terrier,Tan,,01/11/2018 09:01:00 AM,01/11/2018 09:01:00 AM,10/10/2015,Dog,Spayed Female,2 years,Cairn Terrier,Tan,0.0
A721647,,03/01/2016 04:56:00 PM,03/01/2016 04:56:00 PM,906 W Milton St in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,,03/06/2016 01:59:00 PM,03/06/2016 01:59:00 PM,10/01/2015,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby,0.0
A780604,*Victoria,09/17/2018 01:42:00 PM,09/17/2018 01:42:00 PM,West 6Th Street And Lavaca  Street in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Beagle/Labrador Retriever,Tan/White,*Victoria,10/30/2018 12:20:00 PM,10/30/2018 12:20:00 PM,09/17/2017,Dog,Intact Female,1 year,Beagle/Labrador Retriever,Tan/White,0.0
A755385,,08/02/2017 02:15:00 PM,08/02/2017 02:15:00 PM,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,,08/14/2017 04:11:00 PM,08/14/2017 04:11:00 PM,05/18/2017,Dog,Neutered Male,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,0.0
A720150,*Chester,02/03/2016 01:46:00 PM,02/03/2016 01:46:00 PM,Terry-O Ln And Industrial Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,*Chester,02/15/2016 03:44:00 PM,02/15/2016 03:44:00 PM,02/03/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,0.0
A756455,Milly,08/19/2017 06:08:00 PM,08/19/2017 06:08:00 PM,1200 Montopolis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Tan,Milly,08/28/2017 05:58:00 PM,08/28/2017 05:58:00 PM,08/19/2016,Dog,Spayed Female,1 year,Pit Bull Mix,White/Tan,0.0
A780728,,09/19/2018 01:36:00 PM,09/19/2018 01:36:00 PM,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White,,09/27/2018 06:44:00 PM,09/27/2018 06:44:00 PM,09/19/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White,0.0
A732808,,08/13/2016 01:43:00 PM,08/13/2016 01:43:00 PM,6201 Sneed Cv in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White,,08/13/2016 04:16:00 PM,08/13/2016 04:16:00 PM,08/02/2016,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White,0.0
A749245,,05/12/2017 03:05:00 PM,05/12/2017 03:05:00 PM,1016 S Meadows Dr in Austin (TX),Stray,Normal,Cat,Unknown,5 days,Domestic Shorthair Mix,Black,,05/12/2017 05:07:00 PM,05/12/2017 05:07:00 PM,05/07/2017,Cat,Unknown,5 days,Domestic Shorthair Mix,Black,0.0
A691671,,11/07/2014 05:50:00 PM,11/07/2014 05:50:00 PM,2613 S 1St St in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,,11/11/2014 09:00:00 AM,11/11/2014 09:00:00 AM,11/07/2012,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A747084,Gorilla,06/11/2019 04:07:00 PM,06/11/2019 04:07:00 PM,4708 Whirlaway in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,6 years,Pit Bull Mix,Black/White,Gorilla,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,04/23/2013,Dog,Neutered Male,6 years,Pit Bull Mix,Black/White,0.0
A743672,Chadwick,09/23/2017 06:25:00 PM,09/23/2017 06:25:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue,Chadwick,10/02/2017 03:15:00 PM,10/02/2017 03:15:00 PM,02/14/2013,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue,0.0
A804705,,09/17/2019 04:56:00 PM,09/17/2019 04:56:00 PM,6413 Garden View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Calico,,09/22/2019 10:59:00 AM,09/22/2019 10:59:00 AM,03/17/2019,Cat,Intact Female,6 months,Domestic Shorthair,Calico,0.0
A692480,,11/21/2014 12:10:00 PM,11/21/2014 12:10:00 PM,13809 N Hwy 183 in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,11/21/2014 01:10:00 PM,11/21/2014 01:10:00 PM,11/21/2012,Other,Unknown,2 years,Bat Mix,Brown,1.0
A710187,*Doris,08/19/2015 12:02:00 PM,08/19/2015 12:02:00 PM,7304 Bar K Ranch Rd in Lago Vista (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Brown Brindle/White,*Doris,09/11/2015 06:28:00 PM,09/11/2015 06:28:00 PM,08/19/2014,Dog,Spayed Female,1 year,Staffordshire Mix,Brown Brindle/White,0.0
A798868,,07/01/2019 03:19:00 PM,07/01/2019 03:19:00 PM,7204 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Toy Poodle Mix,White,,07/06/2019 04:44:00 PM,07/06/2019 04:44:00 PM,07/01/2017,Dog,Neutered Male,2 years,Toy Poodle Mix,White,0.0
A710321,*Dottie,08/21/2015 02:34:00 PM,08/21/2015 02:34:00 PM,3600 Presidential Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby/White,*Dottie,10/19/2015 06:24:00 PM,10/19/2015 06:24:00 PM,07/21/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A770102,*Coconut,04/15/2018 01:23:00 PM,04/15/2018 01:23:00 PM,Anderson Mill Road And West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Labrador Retriever Mix,Cream/White,*Coconut,04/26/2018 01:22:00 PM,04/26/2018 01:22:00 PM,04/23/2013,Dog,Neutered Male,5 years,Labrador Retriever Mix,Cream/White,0.0
A694174,Buddy,12/22/2014 07:38:00 AM,12/22/2014 07:38:00 AM,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby/White,Buddy,01/25/2015 05:49:00 PM,01/25/2015 05:49:00 PM,12/22/2004,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby/White,0.0
A696517,,02/06/2015 02:02:00 PM,02/06/2015 02:02:00 PM,616 Kemp St in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Siamese Mix,Lynx Point,,02/06/2015 02:57:00 PM,02/06/2015 02:57:00 PM,02/06/2013,Cat,Intact Male,2 years,Siamese Mix,Lynx Point,1.0
A749768,,05/19/2017 12:17:00 PM,05/19/2017 12:17:00 PM,6403 Tiner in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Siamese Mix,Orange Tabby,,05/19/2017 04:53:00 PM,05/19/2017 04:53:00 PM,04/27/2017,Cat,Intact Male,3 weeks,Siamese Mix,Orange Tabby,0.0
A780723,,09/19/2018 01:36:00 PM,09/19/2018 01:36:00 PM,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,,09/27/2018 06:44:00 PM,09/27/2018 06:44:00 PM,07/19/2018,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,0.0
A766664,*Leela,02/13/2018 05:26:00 PM,02/13/2018 05:26:00 PM,7601 Dixie in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Anatol Shepherd,Cream/Black,*Leela,02/19/2018 06:04:00 PM,02/19/2018 06:04:00 PM,04/13/2017,Dog,Spayed Female,10 months,Anatol Shepherd,Cream/Black,0.0
A679046,,05/15/2014 04:49:00 PM,05/15/2014 04:49:00 PM,9301 Johnny Morris in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie,,05/15/2014 05:27:00 PM,05/15/2014 05:27:00 PM,05/11/2014,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie,0.0
A698847,,03/18/2015 06:23:00 PM,03/18/2015 06:23:00 PM,2443 East State Highway 71 Service Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 month,Boxer Mix,Red/White,,03/23/2015 05:44:00 PM,03/23/2015 05:44:00 PM,01/18/2015,Dog,Spayed Female,2 months,Boxer Mix,Red/White,0.0
A683408,,07/10/2014 10:45:00 AM,07/10/2014 10:45:00 AM,1006 E 7Th in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,,07/10/2014 06:16:00 PM,07/10/2014 06:16:00 PM,01/10/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A746356,,04/01/2017 11:03:00 AM,04/01/2017 11:03:00 AM,8719 S View Road Austin in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,,04/02/2017 09:00:00 AM,04/02/2017 09:00:00 AM,04/01/2016,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A710495,*Tommy,08/24/2015 09:01:00 AM,08/24/2015 09:01:00 AM,Turnstone in Austin (TX),Stray,Injured,Dog,Intact Male,6 years,Chihuahua Shorthair,White/Brown,*Tommy,09/10/2015 03:44:00 PM,09/10/2015 03:44:00 PM,08/24/2009,Dog,Intact Male,6 years,Chihuahua Shorthair,White/Brown,0.0
A783118,Xochi,10/25/2018 01:58:00 PM,10/25/2018 01:58:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Catahoula Mix,Black/White,Xochi,10/26/2018 02:39:00 PM,10/26/2018 02:39:00 PM,12/04/2017,Dog,Spayed Female,10 months,Catahoula Mix,Black/White,0.0
A732645,*Liza,08/11/2016 11:48:00 AM,08/11/2016 11:48:00 AM,12804 Ranft Cv in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,*Liza,08/17/2016 12:00:00 AM,08/17/2016 12:00:00 AM,06/11/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0.0
A806912,Lucas,10/17/2019 02:19:00 PM,10/17/2019 02:19:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby/White,Lucas,11/05/2019 11:47:00 AM,11/05/2019 11:47:00 AM,10/17/2013,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby/White,0.0
A768414,Reggae,03/19/2018 11:05:00 AM,03/19/2018 11:05:00 AM,Cutback Dr And Blake Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Lhasa Apso/Miniature Poodle,Chocolate/Tan,Reggae,03/22/2018 11:39:00 AM,03/22/2018 11:39:00 AM,03/19/2015,Dog,Intact Male,3 years,Lhasa Apso/Miniature Poodle,Chocolate/Tan,0.0
A768879,Tucker,09/07/2018 08:32:00 PM,09/07/2018 08:32:00 PM,3400 Harmon Ave 354 in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Cairn Terrier Mix,Buff/Cream,Tucker,09/20/2018 06:33:00 PM,09/20/2018 06:33:00 PM,03/26/2016,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff/Cream,0.0
A774608,*Sport,06/18/2018 09:30:00 AM,06/18/2018 09:30:00 AM,14417 S Turnersville Rd in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Black/Gray,*Sport,06/23/2018 06:13:00 PM,06/23/2018 06:13:00 PM,06/18/2017,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/Gray,0.0
A795422,*85 Grams,05/20/2019 01:43:00 PM,05/20/2019 01:43:00 PM,4909 Tucker Hill in Austin (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair,Black,*85 Grams,05/20/2019 05:16:00 PM,05/20/2019 05:16:00 PM,05/18/2019,Cat,Intact Male,2 days,Domestic Shorthair,Black,0.0
A709146,,08/05/2015 02:03:00 PM,08/05/2015 02:03:00 PM,13915 N Mopac Expy in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby,,09/13/2015 07:33:00 PM,09/13/2015 07:33:00 PM,07/05/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A807740,,10/29/2019 08:36:00 AM,10/29/2019 08:36:00 AM,Warrior Lane in Travis (TX),Stray,Injured,Cat,Unknown,1 year,Domestic Shorthair,Black,,10/29/2019 12:00:00 AM,10/29/2019 12:00:00 AM,10/29/2018,Cat,Unknown,1 year,Domestic Shorthair,Black,1.0
A695460,King Noodles,01/16/2015 07:44:00 AM,01/16/2015 07:44:00 AM,Walker / 7Th in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,King Noodles,01/20/2015 06:20:00 PM,01/20/2015 06:20:00 PM,09/16/2014,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0
A664515,Chloe,10/04/2013 03:23:00 PM,10/04/2013 03:23:00 PM,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Manx Mix,Calico,Chloe,10/13/2013 06:52:00 PM,10/13/2013 06:52:00 PM,06/19/2013,Cat,Intact Female,3 months,Manx Mix,Calico,0.0
A807603,,10/27/2019 01:19:00 PM,10/27/2019 01:19:00 PM,933 East 53Rd Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie/White,,10/27/2019 04:38:00 PM,10/27/2019 04:38:00 PM,09/27/2019,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie/White,0.0
A792294,,04/08/2019 06:37:00 PM,04/08/2019 06:37:00 PM,7610 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby,,05/16/2019 04:15:00 PM,05/16/2019 04:15:00 PM,03/17/2019,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby,0.0
A713402,,10/06/2015 12:28:00 PM,10/06/2015 12:28:00 PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby,,10/10/2015 04:26:00 PM,10/10/2015 04:26:00 PM,09/06/2015,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby,1.0
A778178,Davos,08/09/2018 04:22:00 PM,08/09/2018 04:22:00 PM,8615 Pleasant Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,6 months,Pit Bull Mix,Black/White,Davos,09/12/2018 03:51:00 PM,09/12/2018 03:51:00 PM,01/20/2018,Dog,Intact Male,7 months,Pit Bull Mix,Black/White,0.0
A793758,Blue,04/29/2019 02:04:00 PM,04/29/2019 02:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Blue/White,Blue,05/03/2019 02:09:00 PM,05/03/2019 02:09:00 PM,12/01/2018,Dog,Neutered Male,5 months,Pit Bull Mix,Blue/White,0.0
