Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A765343,*Ruffles,2018-01-18 11:41:00,Atlanta Street And Veterans Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,Neapolitan Mastiff Mix,Gray,2018-01-26 15:28:00,2013-01-18 00:00:00,Spayed Female,positive,1834,1826
A765095,,2018-01-12 21:08:00,14013 Golden Flax in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,White/Brown,2018-01-15 13:53:00,2009-01-12 00:00:00,Intact Male,positive,3290,3287
A806816,,2019-10-16 10:26:00,8003 Persimmon Trail in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Torbie,2019-10-20 17:44:00,2019-07-16 00:00:00,Intact Female,positive,96,92
A751281,,2017-06-06 10:49:00,15208 Chamberlain Ct in Austin (TX),Stray,Nursing,Dog,Intact Male,Pit Bull Mix,Brown Brindle,2017-06-17 12:45:00,2017-06-05 00:00:00,Intact Male,positive,12,1
A733090,,2016-08-17 11:19:00,12411 Lowden Ln in Travis (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,2016-08-17 19:00:00,2016-08-02 00:00:00,Unknown,positive,15,15
A739233,Timo,2016-11-29 15:07:00,9926 Vikki Terrace in Travis (TX),Public Assist,Normal,Dog,Intact Male,Labrador Retriever Mix,Tan/Brown,2016-12-10 17:58:00,2016-07-29 00:00:00,Neutered Male,positive,134,123
A697779,Kaya,2015-06-06 13:39:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Toy Poodle,Apricot,2015-06-08 16:52:00,2007-02-28 00:00:00,Intact Female,positive,3022,3020
A694381,Stubs,2014-12-27 11:00:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2014-12-30 18:09:00,2014-09-27 00:00:00,Neutered Male,positive,94,91
A785882,,2018-12-11 22:46:00,Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier Mix,Black/Tan,2018-12-14 16:49:00,2018-04-11 00:00:00,Spayed Female,positive,247,244
A710963,,2015-08-31 07:37:00,1406 W Braker Ln in Austin (TX),Stray,Injured,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White,2015-09-04 12:17:00,2014-08-30 00:00:00,Intact Female,negative,370,366
A797438,107 Grams,2019-06-13 14:28:00,403 West Applegate in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,2019-06-13 16:43:00,2019-06-10 00:00:00,Intact Male,positive,3,3
A705172,,2015-06-14 11:28:00,12215 Hunters Chase Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2015-06-14 14:35:00,2015-05-14 00:00:00,Intact Male,positive,31,31
A747712,*Jess,2017-04-23 17:49:00,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2017-04-25 15:33:00,2017-03-23 00:00:00,Intact Female,positive,33,31
A747421,Patsy,2017-04-19 12:38:00,Caswell Ave & Park Blvd in Austin (TX),Stray,Injured,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,2017-05-16 00:00:00,2007-04-25 00:00:00,Spayed Female,positive,3674,3647
A693697,,2014-12-13 11:17:00,10528 Channel Island in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue,2014-12-14 09:00:00,2012-12-13 00:00:00,Intact Male,positive,731,730
A752282,,2017-06-20 13:09:00,17212 Hamilton Point in Manor (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,2017-07-01 17:50:00,2017-05-05 00:00:00,Neutered Male,positive,57,46
A738263,Domino,2016-11-12 09:38:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Blue Merle/White,2016-11-22 18:18:00,2012-11-12 00:00:00,Neutered Male,positive,1471,1461
A789411,*Marabelle,2019-04-06 11:34:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,2019-04-13 12:32:00,2018-02-21 00:00:00,Spayed Female,positive,416,409
A688863,Thayer,2014-09-25 15:48:00,Prado St & Ramos St in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,2015-03-30 18:11:00,2013-09-25 00:00:00,Neutered Male,positive,551,365
A722419,*Kaleigh,2016-03-16 13:03:00,2124 E St Elmo Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,Maltese Mix,White/Cream,2016-03-20 12:10:00,2009-03-19 00:00:00,Spayed Female,positive,2558,2554
A757344,*Rocky,2017-09-01 15:37:00,Outside Jurisdiction,Public Assist,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2017-10-15 15:13:00,2016-09-01 00:00:00,Neutered Male,positive,409,365
A699303,,2015-03-25 12:50:00,2113 W Wels Branch Pkwy #6000 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2015-03-25 14:32:00,2014-03-25 00:00:00,Unknown,negative,365,365
A667330,Harry,2013-11-16 12:00:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2013-12-01 12:45:00,2013-07-01 00:00:00,Neutered Male,positive,153,138
A753647,*Helene,2017-07-09 13:28:00,10606 Jean Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue/White,2017-08-12 14:08:00,2017-06-04 00:00:00,Spayed Female,positive,69,35
A558444,Harley,2018-03-04 14:17:00,Rutland And Metric in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull,Blue/White,2018-03-07 10:11:00,2009-05-13 00:00:00,Spayed Female,positive,3220,3217
A735103,*Alfie,2016-09-18 13:12:00,2237 East Riverside Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2017-01-11 09:05:00,2016-06-18 00:00:00,Neutered Male,positive,207,92
A753930,,2017-07-13 11:15:00,Marejada Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red,2017-07-17 17:13:00,2013-07-13 00:00:00,Neutered Male,positive,1465,1461
A765659,Cappy,2018-02-14 14:09:00,8863 Anderson Mill Road in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Brown/White,2018-02-14 17:46:00,2014-01-24 00:00:00,Neutered Male,positive,1482,1482
A773784,*Crispin,2018-06-05 13:43:00,Running Deer in Travis (TX),Stray,Normal,Dog,Intact Male,Black/Tan Hound/German Shepherd,Black/Tan,2018-12-27 13:57:00,2009-06-05 00:00:00,Intact Male,positive,3492,3287
A742975,*Phoenix,2017-01-31 16:29:00,Metro Center Dr And Metlink Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull/Chinese Sharpei,Tricolor,2017-02-13 18:02:00,2015-01-31 00:00:00,Neutered Male,positive,744,731
A793331,*Winter,2019-04-23 16:26:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Anatol Shepherd Mix,Tricolor,2019-04-26 18:51:00,2018-12-23 00:00:00,Spayed Female,positive,124,121
A771168,*Crackers,2018-05-01 13:48:00,Northcross And Rundberg in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,2018-06-23 13:12:00,2018-04-01 00:00:00,Neutered Male,positive,83,30
A736040,,2016-10-03 12:01:00,701 Wales Way in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Gray,2016-10-04 00:00:00,2016-08-03 00:00:00,Unknown,positive,62,61
A693413,,2014-12-07 13:33:00,6219 Thurgood Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,2014-12-08 09:00:00,2009-12-07 00:00:00,Spayed Female,positive,1827,1826
A702061,,2015-05-08 15:26:00,1400 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,2015-05-08 15:59:00,2014-05-08 00:00:00,Unknown,negative,365,365
A721872,Win Jamer,2016-03-06 11:41:00,Leander (TX),Owner Surrender,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Brown/White,2016-03-08 17:26:00,2016-01-06 00:00:00,Neutered Male,positive,62,60
A687801,,2014-09-10 12:01:00,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,2014-09-10 13:54:00,2014-08-19 00:00:00,Intact Male,positive,22,22
A674004,,2014-03-05 18:11:00,919 West 28Th And 1/2 in Austin (TX),Stray,Normal,Bird,Unknown,Duck Mix,Yellow,2014-03-06 12:28:00,2014-02-11 00:00:00,Unknown,positive,23,22
A802088,,2019-08-13 16:27:00,401 Little Texas Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby,2019-08-13 17:53:00,2019-07-22 00:00:00,Unknown,positive,22,22
A796320,*Zena,2019-05-31 13:11:00,1302 Clearfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Black/White,2019-08-17 12:55:00,2019-03-31 00:00:00,Spayed Female,positive,139,61
A744252,*Kanga,2017-02-25 19:59:00,8926 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,2017-03-11 14:09:00,2015-02-25 00:00:00,Neutered Male,positive,745,731
A665325,,2013-10-16 14:39:00,Teri Rd/S Pleasant Valley Dr in Austin (TX),Stray,Sick,Dog,Intact Female,Pit Bull Mix,Black/White,2013-10-16 16:20:00,2013-07-16 00:00:00,Intact Female,positive,92,92
A793323,,2019-04-23 15:05:00,2824 Rio Grande Street in Austin (TX),Stray,Normal,Bird,Unknown,Parakeet Mix,Blue/White,2019-04-27 12:37:00,2018-04-23 00:00:00,Unknown,positive,369,365
A674966,,2014-03-20 18:02:00,6001 Parmer Ln Unit 140 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,2014-03-20 18:28:00,2013-03-20 00:00:00,Unknown,negative,365,365
A665441,*Emmie,2013-10-17 19:11:00,134 Edgerock Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Rat Terrier Mix,Black/White,2013-10-28 17:53:00,2012-10-17 00:00:00,Spayed Female,positive,376,365
A767537,Georgie,2018-03-03 11:08:00,Rundberg And Ken in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Tan/White,2018-03-03 13:13:00,2017-12-03 00:00:00,Intact Male,positive,90,90
A715112,Yomo,2015-10-31 14:20:00,Austin (TX),Stray,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Tricolor,2015-10-31 16:07:00,2015-08-16 00:00:00,Intact Male,positive,76,76
A725881,,2016-05-03 15:37:00,3012 Guerrero Dr in Del Valle (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/Black,2016-05-03 15:58:00,2016-04-18 00:00:00,Unknown,positive,15,15
A687030,,2014-08-30 12:56:00,11301 Farrah Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,2014-08-30 14:44:00,2014-08-08 00:00:00,Intact Female,positive,22,22
A702695,Caney,2015-06-22 15:39:00,Creighton Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Red/Black,2015-07-12 13:48:00,2013-05-16 00:00:00,Spayed Female,positive,787,767
A661097,Remi,2017-06-02 17:06:00,Austin (TX),Public Assist,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2013-10-04 09:13:00,2012-08-15 00:00:00,Neutered Male,positive,415,1752
A734724,,2016-09-11 18:36:00,1156 W Cesar Chavez in Austin (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2016-09-11 18:40:00,2011-09-11 00:00:00,Intact Female,positive,1827,1827
A719457,Toby,2016-01-20 13:16:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Pit Bull Mix,White/Black,2016-05-02 00:00:00,2014-08-20 00:00:00,Neutered Male,positive,621,518
A779674,,2018-09-04 13:02:00,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,Chicken,Red/Black,2018-09-30 16:36:00,2017-09-04 00:00:00,Intact Male,positive,391,365
A673992,Rebel,2014-03-05 16:12:00,5101 E 51St St in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd,Tan/Black,2014-03-08 13:04:00,2012-03-05 00:00:00,Neutered Male,positive,733,730
A752924,*Gargamel,2017-06-29 11:10:00,900 Broken Feather in Pflugerville (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,2017-08-02 14:46:00,2017-06-05 00:00:00,Intact Male,positive,58,24
A743792,Keller,2017-02-16 17:05:00,1203 Larkwood Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Cavalier Span,Tricolor,2017-02-17 11:05:00,2010-02-17 00:00:00,Neutered Male,positive,2557,2556
A710078,,2015-08-17 13:07:00,701 Woodward St 1026 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2015-08-18 09:00:00,2015-04-17 00:00:00,Intact Female,positive,123,122
A804054,,2019-09-10 11:15:00,1007 Glazier Circle in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Orange Tabby/White,2019-09-15 16:39:00,2019-05-26 00:00:00,Neutered Male,positive,112,107
A759974,,2017-10-10 16:19:00,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier,Tan,2018-01-11 09:01:00,2015-10-10 00:00:00,Spayed Female,positive,824,731
A721647,,2016-03-01 16:56:00,906 W Milton St in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2016-03-06 13:59:00,2015-10-01 00:00:00,Intact Male,positive,157,152
A780604,*Victoria,2018-09-17 13:42:00,West 6Th Street And Lavaca  Street in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle/Labrador Retriever,Tan/White,2018-10-30 12:20:00,2017-09-17 00:00:00,Intact Female,positive,408,365
A755385,,2017-08-02 14:15:00,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/Australian Cattle Dog,Brown/White,2017-08-14 16:11:00,2017-05-18 00:00:00,Neutered Male,positive,88,76
A720150,*Chester,2016-02-03 13:46:00,Terry-O Ln And Industrial Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,2016-02-15 15:44:00,2015-02-03 00:00:00,Neutered Male,positive,377,365
A756455,Milly,2017-08-19 18:08:00,1200 Montopolis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Tan,2017-08-28 17:58:00,2016-08-19 00:00:00,Spayed Female,positive,374,365
A780728,,2018-09-19 13:36:00,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,2018-09-27 18:44:00,2017-09-19 00:00:00,Intact Female,positive,373,365
A732808,,2016-08-13 13:43:00,6201 Sneed Cv in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,White,2016-08-13 16:16:00,2016-08-02 00:00:00,Unknown,positive,11,11
A749245,,2017-05-12 15:05:00,1016 S Meadows Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,2017-05-12 17:07:00,2017-05-07 00:00:00,Unknown,positive,5,5
A691671,,2014-11-07 17:50:00,2613 S 1St St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,2014-11-11 09:00:00,2012-11-07 00:00:00,Unknown,positive,734,730
A747084,Gorilla,2019-06-11 16:07:00,4708 Whirlaway in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,Pit Bull Mix,Black/White,2019-08-24 00:00:00,2013-04-23 00:00:00,Neutered Male,positive,2314,2240
A743672,Chadwick,2017-09-23 18:25:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Blue,2017-10-02 15:15:00,2013-02-14 00:00:00,Spayed Female,positive,1691,1682
A804705,,2019-09-17 16:56:00,6413 Garden View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Calico,2019-09-22 10:59:00,2019-03-17 00:00:00,Intact Female,positive,189,184
A692480,,2014-11-21 12:10:00,13809 N Hwy 183 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2014-11-21 13:10:00,2012-11-21 00:00:00,Unknown,negative,730,730
A710187,*Doris,2015-08-19 12:02:00,7304 Bar K Ranch Rd in Lago Vista (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,Brown Brindle/White,2015-09-11 18:28:00,2014-08-19 00:00:00,Spayed Female,positive,388,365
A798868,,2019-07-01 15:19:00,7204 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,Toy Poodle Mix,White,2019-07-06 16:44:00,2017-07-01 00:00:00,Neutered Male,positive,735,730
A710321,*Dottie,2015-08-21 14:34:00,3600 Presidential Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,2015-10-19 18:24:00,2015-07-21 00:00:00,Spayed Female,positive,90,31
A770102,*Coconut,2018-04-15 13:23:00,Anderson Mill Road And West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Cream/White,2018-04-26 13:22:00,2013-04-23 00:00:00,Neutered Male,positive,1829,1818
A694174,Buddy,2014-12-22 07:38:00,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,2015-01-25 17:49:00,2004-12-22 00:00:00,Neutered Male,positive,3686,3652
A696517,,2015-02-06 14:02:00,616 Kemp St in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,2015-02-06 14:57:00,2013-02-06 00:00:00,Intact Male,negative,730,730
A749768,,2017-05-19 12:17:00,6403 Tiner in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Orange Tabby,2017-05-19 16:53:00,2017-04-27 00:00:00,Intact Male,positive,22,22
A780723,,2018-09-19 13:36:00,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,2018-09-27 18:44:00,2018-07-19 00:00:00,Intact Female,positive,70,62
A766664,*Leela,2018-02-13 17:26:00,7601 Dixie in Austin (TX),Stray,Normal,Dog,Intact Female,Anatol Shepherd,Cream/Black,2018-02-19 18:04:00,2017-04-13 00:00:00,Spayed Female,positive,312,306
A679046,,2014-05-15 16:49:00,9301 Johnny Morris in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2014-05-15 17:27:00,2014-05-11 00:00:00,Intact Female,positive,4,4
A698847,,2015-03-18 18:23:00,2443 East State Highway 71 Service Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,Boxer Mix,Red/White,2015-03-23 17:44:00,2015-01-18 00:00:00,Spayed Female,positive,64,59
A683408,,2014-07-10 10:45:00,1006 E 7Th in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2014-07-10 18:16:00,2013-01-10 00:00:00,Intact Female,positive,546,546
A746356,,2017-04-01 11:03:00,8719 S View Road Austin in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2017-04-02 09:00:00,2016-04-01 00:00:00,Intact Female,positive,366,365
A710495,*Tommy,2015-08-24 09:01:00,Turnstone in Austin (TX),Stray,Injured,Dog,Intact Male,Chihuahua Shorthair,White/Brown,2015-09-10 15:44:00,2009-08-24 00:00:00,Intact Male,positive,2208,2191
A783118,Xochi,2018-10-25 13:58:00,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,Catahoula Mix,Black/White,2018-10-26 14:39:00,2017-12-04 00:00:00,Spayed Female,positive,326,325
A732645,*Liza,2016-08-11 11:48:00,12804 Ranft Cv in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,2016-08-17 00:00:00,2016-06-11 00:00:00,Spayed Female,positive,67,61
A806912,Lucas,2019-10-17 14:19:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White,2019-11-05 11:47:00,2013-10-17 00:00:00,Neutered Male,positive,2210,2191
A768414,Reggae,2018-03-19 11:05:00,Cutback Dr And Blake Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,Lhasa Apso/Miniature Poodle,Chocolate/Tan,2018-03-22 11:39:00,2015-03-19 00:00:00,Intact Male,positive,1099,1096
A768879,Tucker,2018-09-07 20:32:00,3400 Harmon Ave 354 in Austin (TX),Public Assist,Normal,Dog,Intact Male,Cairn Terrier Mix,Buff/Cream,2018-09-20 18:33:00,2016-03-26 00:00:00,Neutered Male,positive,908,895
A774608,*Sport,2018-06-18 09:30:00,14417 S Turnersville Rd in Travis (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Black/Gray,2018-06-23 18:13:00,2017-06-18 00:00:00,Neutered Male,positive,370,365
A795422,*85 Grams,2019-05-20 13:43:00,4909 Tucker Hill in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black,2019-05-20 17:16:00,2019-05-18 00:00:00,Intact Male,positive,2,2
A709146,,2015-08-05 14:03:00,13915 N Mopac Expy in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2015-09-13 19:33:00,2015-07-05 00:00:00,Neutered Male,positive,70,31
A807740,,2019-10-29 08:36:00,Warrior Lane in Travis (TX),Stray,Injured,Cat,Unknown,Domestic Shorthair,Black,2019-10-29 00:00:00,2018-10-29 00:00:00,Unknown,negative,365,365
A695460,King Noodles,2015-01-16 07:44:00,Walker / 7Th in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2015-01-20 18:20:00,2014-09-16 00:00:00,Neutered Male,positive,126,122
A664515,Chloe,2013-10-04 15:23:00,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Manx Mix,Calico,2013-10-13 18:52:00,2013-06-19 00:00:00,Intact Female,positive,116,107
A807603,,2019-10-27 13:19:00,933 East 53Rd Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Tortie/White,2019-10-27 16:38:00,2019-09-27 00:00:00,Intact Female,positive,30,30
A792294,,2019-04-08 18:37:00,7610 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,2019-05-16 16:15:00,2019-03-17 00:00:00,Neutered Male,positive,60,22
A713402,,2015-10-06 12:28:00,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,2015-10-10 16:26:00,2015-09-06 00:00:00,Intact Female,negative,34,30
A778178,Davos,2018-08-09 16:22:00,8615 Pleasant Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,2018-09-12 15:51:00,2018-01-20 00:00:00,Intact Male,positive,235,201
A793758,Blue,2019-04-29 14:04:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,2019-05-03 14:09:00,2018-12-01 00:00:00,Neutered Male,positive,153,149
A687250,,2014-09-02 16:18:00,3112 Speidel Dr. in Pflugerville (TX),Wildlife,Normal,Other,Unknown,Raccoon Mix,Brown/Black,2014-09-24 14:39:00,2014-03-02 00:00:00,Unknown,positive,206,184
A743340,Luna,2017-02-08 17:12:00,1400 Cardinal Hill Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Black,2017-02-12 18:12:00,2016-10-08 00:00:00,Spayed Female,positive,127,123
A683438,,2014-07-10 12:25:00,15609 E Hwy 290 in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,2014-07-12 15:47:00,2014-05-21 00:00:00,Intact Female,positive,52,50
A802659,*Swayze,2019-08-21 10:59:00,Elm Grove Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Male,Plott Hound Mix,Brown Brindle/White,2019-08-28 16:53:00,2018-10-21 00:00:00,Neutered Male,positive,311,304
A689561,*Amy,2014-10-06 11:26:00,5602 Honeybee Bend in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,2014-11-06 10:02:00,2014-08-30 00:00:00,Spayed Female,positive,68,37
A783255,*Mocha,2018-10-27 17:32:00,Mountain Quail And Thornridge in Austin (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,White/Chocolate,2019-03-14 11:56:00,2017-10-27 00:00:00,Spayed Female,positive,503,365
